title,genre,overview
The K2 (2016),"adventure, drama","A patriotic bodyguard who was abandoned by his country and colleagues, a hidden daughter of leading Presidential candidate who regards love as a tool for revenge, and the First Lady contender who hides her ambition and charisma behind a kind and friendly personality."
The Karate Kid (1984),"action, family","Daniel LaRusso moves to Los Angeles with his mother, Lucille, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of high school students, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei, John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai."
The Karate Kid (2010),"action, adventure, drama, family","Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life."
The Keepers (2017),"crime, mystery","Central Australia's answer to The Buena Vista Social Club, The Song Keepers tells the uplifting story of women from the world's oldest culture preserving some of the world's oldest sacred songs, connecting Germany to Indigenous history in the process."
The Key to Christmas (2020),romance,"When a disgruntled elf takes over the North Pole, she turns time backwards and Santa Claus begins getting younger fast. It's up to a loyal elf, a little girl with a magic key, and the now-teenage Santa to save the future of Christmas."
The Kid Who Would Be King (2019),"action, adventure, family, fantasy","Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors."
The Kidnapping Day (2023),"comedy, crime, drama, mystery","In 1981, all of Germany fears for the life of Johannes Erlemann, the eleven-year-old son of entrepreneur Jochem Erlemann, who was in custody on suspicion of fraud at the time of his son's abduction. The boy was snatched off his bicycle by his kidnappers, put into a van and then spend two terrible weeks in a shed in the forest fighting for his life having been chained to a wall and left without daylight, while the kidnappers try to extort a large ransom from his wealthy parents."
The Kill Room (2023),"action, crime, thriller","A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld."
The Killer (2023),"crime, thriller","After a fateful miss, an assassin battles his employers, and himself, on an international manhunt he insists isn't personal."
The Killer (2024),"action, crime, thriller","Zee is a feared contract killer known as ""the Queen of the Dead,"" but when she refuses to murder a young blind woman, she finds herself hunted both by criminal colleagues and a determined police detective."
The Killer's Game (2024),"action, comedy, crime","When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late."
The Killer's Shopping List (2022),"drama, mystery","One day, a dead body is found at an apartment near the supermarket. Finding this murder odd, Dae-sung, his mother, and his girlfriend Ah-hee gather around to find the real murderer, starting by looking through the receipts of the market."
The Killer: A Girl Who Deserves To Die (2022),"action, crime","When retired hitman's wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped."
The Killing Vote (2023),"crime, drama, mystery","People are busy watching the screen. The person wearing a mysterious mask so called 'Gaetal' appears, and the Killing Vote begins."
The Killing of a Sacred Deer (2017),"drama, mystery, thriller","Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways."
The King (2019),drama,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V."
The King of Desert (2022),drama,A story about the choices of people who either believe money is everything or believe that it's not.
The King of Pigs (2022),"drama, mystery","Two friends in the past were victims of serious school bulling. One could not resist his trauma, and becomes a serial killer, walking in the path of revenge. Another one tries his best to overcome the trauma and becomes a police detective. He now faces tragic fate to risk his life to capture the serial killer."
The King of Staten Island (2020),"comedy, drama","Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys — Oscar, Igor and Richie — and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life."
The King's Affection (2021),drama,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret."
The King's Daughter (2022),"drama, fantasy, romance","King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature."
The King's Man (2021),"action, adventure, thriller","As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them."
The King: Eternal Monarch (2020),"drama, fantasy, science fiction",Korean emperor Lee Gon tries to close the doors to a parallel world which was opened by demons; a detective tries to protect the people and the one she loves.
The Kingdoms of Ruin (2023),"action, adventure, animation, anime, fantasy, science fiction","Witches were once respected for the wisdom and magic they gifted to humans. But with the rise of the Gear Expansion era, the new science community deemed them as enemies who hindered the progress of society. Thus began the slaughter of all witches, including one who had mentored a human boy named Adonis. After witnessing her death, Adonis vows to bring bloodshed and terror to the human race."
The Kings of Tupelo: A Southern Crime Saga (2024),crime,An Elvis impersonator's conspiracy theory sets off a feud that spirals into an attempted presidential assassination.
The Kissing Booth (2018),"comedy, romance","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend."
The Kissing Booth 2 (2020),"comedy, romance","With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate."
The Kissing Booth 3 (2021),"comedy, romance","It's the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not."
The Kitchen (2023),"adventure, science fiction, thriller","Izi's close to escaping The Kitchen, one of London's last remaining housing estates. But when young Benji enters his life, he faces some hard decisions."
The Knockout (2023),"adventure, crime, drama, mystery","The authorized documentary of Kellie Maloney, the famous transgender British boxing manager. This unique film will explore Kellie's story of truth and denial, as she confronted uncertainty and ultimately accepted herself for who she was."
The Kominsky Method (2018),drama,"An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach."
The Lady of the Lake (2024),"drama, horror, thriller","Native folklore says the Lady of the Lake will take any man who enters her domain. A young Native American woman, grieving the loss of her brother in the lake, is determined to uncover its secrets."
The Lair (2022),"action, horror","Royal Air Force pilot Lt. Kate Sinclair is on her final flight mission when her jet is shot down over one of the most dangerous rebel strongholds in Afghanistan. She finds refuge in an abandoned underground bunker where deadly man-made creatures known as Ravagers — half-human, half-alien, and hungry for human flesh — are awakened."
The Lake (2022),comedy,"When a mysterious monster rises from the Mekong River and attacks Bueng Kan, it cuts people off from the outside world. Officials and people in the area, including Chinese scientists who accidentally came to conduct research in Thailand, all forces must be mobilized to catch this crazy monster before it's too late."
The Lake (2022),horror,"When a mysterious monster rises from the Mekong River and attacks Bueng Kan, it cuts people off from the outside world. Officials and people in the area, including Chinese scientists who accidentally came to conduct research in Thailand, all forces must be mobilized to catch this crazy monster before it's too late."
The Land Before Time (1988),family,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive."
The Land of Warriors (2024),"adventure, drama, fantasy, science fiction","After the final match of the Continental Advanced Soul Master Academy Elite Tournament, Tang San and his friends reluctantly bid each other farewell, promising to reunite in five years. They then set off on their separate life journeys until Bibi Dong from the Spirit Hall secretly plotted to dominate the Douluo Continent by sweeping away the major sects. In response, Tang San gathered his friends to establish the Tang Sect, committed to the pursuit of justice and determined to shoulder the heavy responsibility."
The Larva Island Movie (2020),family,"Back at home, Chuck relates the island shenanigans of his larva pals Red and Yellow to a skeptical reporter in this movie sequel to the hit cartoon."
The Last 10 Years (2022),romance,Twenty-year-old Matsuri Takabayashi learns that she only has ten years to live due to an incurable disease. She decides to not dwell on her life and not to fall in love – until she meets a man named Kazuto Manabe at a school reunion.
The Last Airbender (2010),"action, adventure, family, fantasy","The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations."
The Last Breath (2024),"horror, thriller",A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.
The Last Bus (2022),science fiction,"Widower Tom, on the recent passing of his wife Mary, uses his free bus pass to travel the length of Britain from John O'Groats in Caithness to Land's End in Cornwall, their shared birthplace, using only local buses. It's an incident-fuelled nostalgia trip and his encounters with local people make him a media phenomenon. Tom is totally unaware and to his surprise on arrival at Land's End he's greeted as a celebrity."
The Last Christmas Party (2020),"drama, romance",Over the course of one night a group of college friends try to navigate their complicated love lives before they leave for winter break.
The Last Czars (2019),drama,"When social upheaval sweeps Russia in the early 20th century, Czar Nicholas II resists change, sparking a revolution and ending a dynasty."
The Last Dance (2020),sport,"It's a spring morning in Reykjavík. A man and a woman wake up in their bed and know that their relationship has ended. They take a drive out of the city, towards the end of love, perhaps toward the end of the world. A story of love, loss, and the mysterious power of nature herself."
The Last Days of American Crime (2020),"action, crime, thriller","In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law."
The Last Days of Ptolemy Grey (2022),drama,"Suddenly left without his trusted caretaker, Ptolemy Grey is assigned to the care of orphaned teenager Robyn. When they learn about a treatment that will restore Ptolemy's dementia-addled memories, it begins a journey toward shocking truths."
The Last Duel (2021),"action, drama","King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel."
The Last Empress (2018),"action, adventure, drama, mystery","This is the turbulent life story of Farah Diba Pahlavi, who became the first and only Empress in the history of Persia. The history and culture of this country, which dates back over millennia, is as much the theme of this film as is the life of the Empress, a role model to all women in Iran."
The Last Exorcist (2020),thriller,"When Joan discovers her sister has been possessed by a demonic entity, she has to enlist the help of the only remaining priest trained in exorcisms to help her overcome evil. They find themselves in a race against time to rid her sister of the demon before it can enter the world and wreak havoc."
The Last Immortal (2023),"drama, fantasy, science fiction","Yin, a hardworking Shuining Beast, and Gu Jin, the son of the true God whose magic has been sealed, meet by chance and embark on a quest to find Feng Yin's Immortal Essence. Alongside their companions, Hong Yi of the Fox Clan and Yan Shuang of the Eagle Clan, they face numerous challenges to collect the essence. Battling the villain Qing Lin and his followers, they overcome obstacles and, in the end, not only fulfill their mission to restore peace but also find love, friendship, and family."
The Last Journey (2021),adventure,"The red moon threatens our existence on earth. Our only hope is the enigmatic Paul WR, the most talented astronaut of its generation. But few hours before the start of the mission, Paul disappears."
The Last Kingdom (2015),"action, adventure, drama","Following in the footsteps of his father, Folco Felzani embarks on an epic journey on foot in search of Mustang, the last lost kingdom, in northern Nepal. The story of a king without a kingdom. The adventure of a son without a father."
The Last Kingdom: Seven Kings Must Die (2023),action,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last."
The Last Man on Earth (2015),comedy,"When inept, self-proclaimed survival experts Kaduche and Wynn discover the world's impending destruction, they pull their act off YouTube and enter Epic Mode to save the Earth. Teaming up with their nemesis, the girl of their dreams, and an eccentric visionary known as the Oracle, the group sets out to battle domestic terrorists, disenfranchised Russian communists and brain-eating zombies."
The Last Mercenary (2021),"action, comedy",A legendary secret service agent comes out of hiding and returns to France to help the son he's never met get out of trouble.
The Last Night at Tremore Beach (2024),mystery,"When a tormented pianist is struck by lightning, he begins having perilous visions of his future and a deadly threat seems to loom over his loved ones."
The Last Paradiso (2021),"drama, romance","In 1950s Italy, a farmer's dream of improving workers' living conditions collapses when he falls for a landowner's daughter. Based on true events."
The Last Redemption (2024),action,"In a land of swords and sorcery, bandits break from their gang to protect a little girl, pitting them against their old friends and former leader who was once like a father to them."
The Last Samurai (2003),"action, drama","Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist."
The Last Ship (2014),"adventure, fantasy, science fiction",Iain Armitage interviews Sting about his Broadway musical The Last Ship.
The Last Showgirl (2024),drama,"When the glittering Las Vegas revue she has headlined for decades announces it will soon close, a glamorous showgirl must reconcile with the decisions she's made and the community she has built as she plans her next act."
The Last Stand (2013),"action, crime, thriller","Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts"
The Last Stop in Yuma County (2024),"crime, thriller","While awaiting the next fuel truck at a middle-of-nowhere Arizona rest stop, a traveling young knife salesman is thrust into a high-stakes hostage situation by the arrival of two similarly stranded bank robbers with no qualms about using cruelty—or cold, hard steel—to protect their bloodstained, ill-gotten fortune."
The Last Summer (2019),"comedy, romance","Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college."
The Last Thing He Told Me (2023),"drama, mystery","A woman must forge a relationship with her teenage stepdaughter in order to find her husband, who has mysteriously disappeared."
The Last Thing He Wanted (2020),"crime, drama, mystery","At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows."
The Last Voyage of the Demeter (2023),horror,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.
The Last Wife (2023),romance,"In the midst of the Nguyễn Dynasty, a reluctant wife's life takes a dramatic turn when a chance encounter with her childhood lover sparks a series of unexpected events."
The Last Witch Hunter (2015),"action, adventure, fantasy, science fiction","The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family."
The Last Women Standing (2015),romance,"For the thirtysomething Sheng Ruxi, whose surname unmistakably echoes the slang term ""sheng nu"" (leftover women), the wait for a perfect partner is growing more despairing by the day. With an ultra-anxious mother who would rather die than see her daughter stay single, Ruxi is further annoyed by the doctor she's fixed up with. Could her new colleague, the dashing 25-year-old Ma Sai, offer last-minute salvation?"
The Last of Us (2023),"action, adventure, drama, fantasy, science fiction","Featuring extensive interviews with the cast and crew, this all-access documentary gives a rare glimpse into the daunting behind-the-scenes efforts that went into the production of the HBO Original smash hit series The Last of Us."
The Last: Naruto the Movie (2014),"action, animation, anime, romance","Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything."
The Laundromat (2019),"comedy, crime, drama","When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich."
The Law Cafe (2022),drama,A former prosecutor landlord and a former Miss Korea lawyer begin their crazy romance in a law office cafe.
The Laws of the Universe: The Age of Elohim (2021),"animation, anime","150 million years ago, various aliens were living in harmony under the God of the Earth, Elohim. But the earth is actually in danger because there was a plan to annihilate the earth by Dahar, who was from the dark side of the universe."
The Layover (2017),"comedy, romance","When their plane is rerouted due to a hurricane warning, two single female best friends find themselves competing for the same guy during an extended layover in St. Louis."
The Lazarus Project (2022),"action, adventure, drama, fantasy, science fiction",George wakes up to find himself several months in the past before being recruited for the Lazarus Project – a secret organization that turns back time when the world is at threat of extinction.
The Legend Is Born: Ip Man (2010),"action, drama","The remarkable true story of the early life of Ip Man, the formidable kung fu genius who would become Bruce Lee's mentor; beginning at the start of his journey from his initial training through to the ultimate battle to become supreme master of the art of Wing Chun."
The Legend of Condor Hero: What is Love (2025),"action, adventure, fantasy","Yang Guo, orphaned and wandering since childhood, became a disciple of Guo Jing but faced bullying in the Quanzhen Sect due to his mysterious background. He eventually left to study martial arts under Xiao Longnv. Meanwhile, King Jinlun and rogue disciple Li Mochou sought to seize martial arts secrets and strategic maps. Caught in the conflicts of the martial world, Yang Guo and Xiao Longnv faced numerous challenges, and their bond deepened into a bittersweet love."
The Legend of El Cid (2020),"action, adventure, drama","Rodrigo Díaz de Vivar, whom History knows as El Cid Campeador, is an essential figure to understand the Middle Ages. His legend has endured throughout the centuries to become a myth. In this documentary we will discover his character as a military leader, a mercenary or a undefeated hero in hundred battles, but also as the man, with his virtues but also with his defects."
The Legend of Hei (2019),"action, animation, fantasy","When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans."
The Legend of Hercules (2014),"action, adventure","In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit."
The Legend of Heroes: Trails of Cold Steel â Northern War (2023),"action, adventure, animation, anime, fantasy, science fiction","To protect her hometown from the Erebonian Empire and to distinguish herself from her grandfather's disloyalty, Lavie enlists in the Northern Jaegers where she'll do whatever it takes to carry out the mission. Now this rule breaker must form a platoon to embark on a dangerous recon mission into enemy lines—will her mission be a success?"
The Legend of Korra (2012),"adventure, animation, drama, science fiction","Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself."
The Legend of Tarzan (2016),"action, adventure","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment."
The Legend of Vox Machina (2022),"animation, fantasy, science fiction","They're rowdy, they're ragtag, they're misfits turned mercenaries for hire. Vox Machina is more interested in easy money and cheap ale than actually protecting the realm. But when the kingdom is threatened by evil, this boisterous crew realizes that they are the only ones capable of restoring justice."
The Legend of White Snake (2019),"drama, fantasy, science fiction","An ancient snake spirit transforms into a woman and falls in love with a physician. However, trouble ensues when they face severe opposition."
The Legend of the Blue Sea (2016),"comedy, drama, fantasy, science fiction","A mermaid from the Joseon period ends up in present-day Seoul, where she crosses paths with a swindler who may have ties to someone from her past."
The Legend of the Condor Heroes (2008),drama,"The Legend of the Condor Heroes is a Chinese television series adapted from Louis Cha's novel of the same title. The series was produced by Chinese Entertainment Shanghai, the same company that produced Chinese Paladin, The Little Fairy and The Young Warriors. Many cast members from those projects collaborated again in this series, such as Hu Ge, Ariel Lin, Justin Yuan, and Cecilia Liu. The series was first broadcast on KMTV-1 in China in July 2008."
The Legend of the Condor Heroes (2017),"adventure, drama","The story is set in the Song dynasty and at the beginning of the Jurchen-ruled Jin dynasty's invasion of northern China. The first part revolves around the friendship of two men, Yang Tiexin and Guo Xiaotian, who became heroes in their own right as they fought the Jin invaders. The bond between the duo is so strong that they pledge to each other that their unborn children will become either be sworn siblings (if both are of the same sex) or a married couple (if they are of opposite sexes).

The story focuses on the trials and tribulations of their sons after Guo Xiaotian's death and Yang Tiexin's disappearance."
The Legend of the Legendary Heroes (2010),"action, adventure, animation, anime, fantasy","""Alpha Stigma"" are known to be eyes that can analyze all types of magic. However, they are more infamously known as cursed eyes that can only bring destruction and death to others.

Ryner Lute, a talented mage and also an Alpha Stigma bearer, was once a student of the Roland Empire's Magician Academy, an elite school dedicated to training magicians for military purposes. However, after many of his classmates died in a war, he makes an oath to make the nation a more orderly and peaceful place, with fellow survivor and best friend, Sion Astal.

Now that Sion is the the king of Roland, he orders Ryner to search for useful relics that will aid the nation. Together with Ferris Eris, a beautiful and highly skilled swordswoman, Ryner goes on a journey to search for relics of legendary heroes from the past, and also uncover the secrets behind his cursed eyes."
The Legendary Hero Is Dead! (2023),"animation, anime, comedy, fantasy, science fiction","Touka is just your average (slightly perverted) farmer in the village of Cheza. While he daydreams about being a hero and getting the girl, the real hero, Sion, is out battling demons that threaten to invade the world! But one day, Touka accidentally kills the hero…?! With the Legendary Hero dead, who's going to save the world now?! Touka quickly buries Sion's body to hide the evidence, but wakes up the next day to discover he is no longer in his own body…!!"
The Legion (2020),"action, adventure","Noreno, a half-Roman, is entrusted with the mission of crossing the snowy mountains of Armenia, swarming with Parthian patrols, to seek help for his slowly dying men."
The Lego Batman Movie (2017),"action, animation, comedy","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick."
The Lego Movie (2014),"action, adventure, animation, comedy, family, fantasy, science fiction","An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe."
The Lego Movie 2: The Second Part (2019),"action, adventure, animation, comedy, family, fantasy, science fiction","It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild."
The Lego Star Wars Holiday Special (2020),"adventure, animation, comedy, family, science fiction","As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?"
The Leopard (2025),drama,"The wolf, the fox & the leopard is a dystopian story about Isa who has been found living amongst the wolves. She is brought back to a medical centre only to be kidnapped by a couple of extremists in order to build a new, purer world. A story about strength, faith and the ability to create an alternate reality."
The Lesson Is Murder (2023),crime,"Masaya is a university student, but he attends a school that's not his ideal school. His days are generally gloomy. One day, he receives a letter from serial killer Haimura. He was convicted for nine murders and received the death penalty. Back when Haimura was committing his murders, he ran a bakery store. At that time, Masaya was a middle-school student and a customer at his bakery store. According to the letter, Haimura confesses to having committed eight murders, but he insists that he did not commit the last murder. Masaya begins to investigate the last murder case involving Haimura."
The Letter for the King (2020),"adventure, fantasy",A young boy holds the fate of the kingdom in his hands when he embarks on a quest to deliver a secret message in this sweeping fantasy series.
The Lie (2018),"drama, mystery, thriller","A father and daughter are on their way to dance camp when they spot the girl's best friend on the side of the road. When they stop to offer the friend a ride, their good intentions soon result in terrible consequences."
The Lies Within (2019),"crime, drama, mystery",Kim Seo-hui's life is changed forever when her politician father dies in a car crash and her husband disappears – all in one day. She enters the world of politics and join hands with small-town detective Jo Tae-sik to uncover the truth when she finds out that the car crash might not have been an accident after all.
The Life Aquatic with Steve Zissou (2004),"adventure, comedy, drama","Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor."
The Life You Wanted (2024),drama,"Gloria finally finds hersekf happy after transitioning and settling down. However, the sudden reappearance of a longtime friend with disrupting news and throws her world into chaos."
The Light Between Oceans (2016),"drama, romance",A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.
The Light in Your Eyes (2019),"comedy, drama","Time manipulation comes with a steep price for a young woman, who becomes 78 years old overnight after using a mysterious watch."
The Lighthouse (2019),"drama, fantasy, horror, mystery",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.
The Limbo (2024),"drama, mystery","Samentha is a mediator for the spirits haunting her apartment. One morning, she has to confront repairman Christophe, who apparently caused grievous harm in the past but denies all accusations."
The Lincoln Lawyer (2011),"crime, drama, thriller","Mick Haller is a charismatic defense attorney who does business out of his Lincoln Continental sedan. Mick spends most of his time defending petty crooks and other bottom-feeders, so it comes as quite a surprise when he lands the case of a lifetime: defending a Beverly Hills playboy who is accused of attempted murder. However, what Mick initially thinks is an open-and-shut case with a big monetary reward develops into something more sinister."
The Lion King (1994),"adventure, drama, family","Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life."
The Lion King (2019),"adventure, animation, drama, family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his."
The Lion King II: Simba's Pride (1998),"adventure, drama, family","The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?"
The Little Lies We All Tell (2022),"animation, anime, comedy, fantasy, science fiction","What do an alien, a rogue ninja, a girl with superpowers, and a disguised boy have in common? They're all friends hiding as 8th graders at an all-girls school. Though none of them are aware of each other's secret, their lies keep their friendship tight. If this wild bunch isn't enough, their classroom is in danger of being destroyed…oh and Earth too!"
The Little Mermaid (1989),family,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.
The Little Mermaid (2018),"adventure, drama, family, fantasy, romance",A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.
The Little Mermaid (2023),"adventure, family, romance","The youngest of King Triton's daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father's crown – in jeopardy."
The Little Mermaid II: Return to the Sea (2000),"adventure, comedy, family","Set several years after the first film, Ariel and Prince Eric are happily married with a daughter, Melody. In order to protect Melody from the Sea Witch, Morgana, they have not told her about her mermaid heritage. Melody is curious and ventures into the sea, where she meets new friends. But will she become a pawn in Morgana's quest to take control of the ocean from King Triton?"
The Little Nyonya (2020),drama,"Set in the 1930s, the drama spans across several generations of a wealthy Straits-born Chinese family in Malacca, and revolves around the feuds surrounding it. Yue Niang, a strong-willed Nyonya refuses to be consigned to her lowborn status in life and sets out to change her destiny, eventually succeeding as a businesswoman."
